Symbol,Direction,PValue,Dataset
TOR1AIP2,1,0.4198655432,GSE120805
TM4SF1,1,0.221007008,GSE120805
OTUD3,-1,0.002004490592,GSE120805
OTUD7A,-1,NA,GSE120805
GUSB,-1,0.6078449707,GSE120805
BRD3,-1,0.6682954139,GSE120805
KLF13,-1,8.19E-08,GSE120805
ZFPM2,-1,0.5302650352,GSE120805
ZNF764,-1,0.3554414084,GSE120805
ZNF747,1,0.002785407948,GSE120805
ZNF768,-1,0.09363657134,GSE120805
TAS1R3,-1,0.9839080975,GSE120805
TMEM42,1,0.666084671,GSE120805
MAP3K2,1,0.05269525523,GSE120805
PUSL1,-1,0.0251743613,GSE120805
SF3B5,-1,0.357318334,GSE120805
ZNF35,-1,0.5597284093,GSE120805
TIGD4,1,0.275166485,GSE120805
IFFO2,-1,0.3126471849,GSE120805
NLGN2,1,0.9962834372,GSE120805
MYO7B,-1,6.88E-08,GSE120805
CHD3,1,0.7666567861,GSE120805
TMEM154,1,0.04924430009,GSE120805
MYRIP,1,NA,GSE120805
ALCAM,-1,5.95E-08,GSE120805
YWHAG,-1,0.1309646396,GSE120805
UBE2E3,-1,0.5160959312,GSE120805
CNTROB,1,0.2214736454,GSE120805
TRAPPC1,-1,0.7545026397,GSE120805
ZPLD1,-1,NA,GSE120805
KCNAB3,1,0.6584906762,GSE120805
SERPINA9,-1,0.5885892642,GSE120805
GPR37L1,1,0.4947619852,GSE120805
SIMC1,-1,0.6907328203,GSE120805
TMEM192,-1,0.133402397,GSE120805
SPDYE5,-1,NA,GSE120805
SERPINA6,1,NA,GSE120805
ZNF778,-1,0.1897762308,GSE120805
NIPA1,-1,0.9931958365,GSE120805
FOXD4,-1,0.2692383688,GSE120805
UBE2E1,1,0.7293338359,GSE120805
HNRNPA3,-1,0.229020092,GSE120805
SIK2,-1,0.974405915,GSE120805
RNF150,-1,1.61E-19,GSE120805
CCDC144A,-1,0.809445291,GSE120805
FAM88B,1,0.9977244869,GSE120805
VGLL2,-1,NA,GSE120805
CHRNB1,1,3.68E-06,GSE120805
USP38,1,0.9867205367,GSE120805
SLC16A5,1,5.08E-05,GSE120805
NANP,-1,0.0005413504641,GSE120805
ANKK1,1,NA,GSE120805
ADRA1B,-1,0.754942412,GSE120805
ADPRM,1,0.8382762537,GSE120805
FABP6,1,0.4929181182,GSE120805
PWWP2A,-1,0.03130840035,GSE120805
USP50,1,0.7927138613,GSE120805
USP47,1,0.8915154096,GSE120805
PDCD6IP,-1,0.7637136833,GSE120805
ZNF212,-1,0.9017881966,GSE120805
FAM161A,-1,0.007169282541,GSE120805
ZNF282,1,0.9152291263,GSE120805
GLB1,1,0.08272273895,GSE120805
GON7,1,0.8801225912,GSE120805
FAXDC2,1,9.73E-06,GSE120805
CRTAP,1,0.7082090499,GSE120805
HSPB2,-1,0.3642850329,GSE120805
SLN,-1,NA,GSE120805
ELP5,-1,0.0721156894,GSE120805
CMTM8,1,0.9859087336,GSE120805
GABARAP,-1,0.7709790783,GSE120805
STX8,1,0.8323286649,GSE120805
CDK1,1,3.03E-05,GSE120805
UBB,1,0.302651971,GSE120805
NFRKB,1,0.6463779995,GSE120805
FABP4,1,NA,GSE120805
FRMPD2,1,NA,GSE120805
PRDM10,-1,0.3008701656,GSE120805
B3GNT2,1,0.2406303035,GSE120805
FOS,1,0.08540583975,GSE120805
TMED10,1,0.8769714725,GSE120805
SETMAR,-1,0.002600198947,GSE120805
SMAD1,-1,0.195949224,GSE120805
SP7,1,NA,GSE120805
TCAF2,-1,0.02358555315,GSE120805
SEMA3E,-1,1.64E-05,GSE120805
SLC30A1,1,0.9136011092,GSE120805
DCLK2,-1,0.5793664185,GSE120805
ZNF804A,-1,0.005019249192,GSE120805
GPRC5C,1,0.5001447168,GSE120805
TMEM182,1,0.4440721565,GSE120805
KRT8,-1,8.69E-06,GSE120805
KRT78,1,0.006025750874,GSE120805
ADORA2B,-1,0.07591777416,GSE120805
SDR9C7,1,NA,GSE120805
TMT1B,1,0.1443366719,GSE120805
KRT86,-1,0.0001216827304,GSE120805
HARS1,-1,0.5443914665,GSE120805
NFXL1,-1,0.02902897032,GSE120805
DENND5B,1,0.500624429,GSE120805
CD14,1,0.6887009051,GSE120805
DNAJC18,1,3.55E-06,GSE120805
RIOX1,-1,0.0002822020133,GSE120805
SPATA24,1,0.9587449336,GSE120805
RALGAPB,1,0.9955354615,GSE120805
PYM1,1,0.1994256081,GSE120805
MZB1,1,0.9912702549,GSE120805
KRT4,-1,NA,GSE120805
NPAS2,-1,0.3934790669,GSE120805
KISS1,-1,0.07394969202,GSE120805
LONRF2,1,0.7256882101,GSE120805
NUDT9,-1,0.550164059,GSE120805
HSD17B13,1,0.9007911422,GSE120805
PA2G4,-1,9.43E-08,GSE120805
ELOVL6,-1,0.004290232113,GSE120805
KRT83,-1,NA,GSE120805
PFKFB3,-1,3.62E-05,GSE120805
TMC7,1,0.9744485217,GSE120805
ARL6IP1,1,3.65E-19,GSE120805
SERPINB9,1,0.003155894652,GSE120805
SMAGP,-1,0.3656925117,GSE120805
CDH2,-1,8.64E-05,GSE120805
EMB,-1,0.6776010176,GSE120805
SIX2,-1,0.3208370746,GSE120805
DLGAP1,1,0.7468830632,GSE120805
STAT2,1,3.13E-06,GSE120805
NUDCD2,1,0.3948960527,GSE120805
IRF2BP1,1,0.5850079403,GSE120805
HSPA4,-1,0.9071109982,GSE120805
FOXA3,1,0.9689958598,GSE120805
SLC26A5,1,NA,GSE120805
COMMD5,1,0.922533737,GSE120805
SGCD,1,0.9154376175,GSE120805
ZNF16,-1,0.03239927583,GSE120805
ARMC10,1,0.9769457222,GSE120805
RNF34,-1,0.4690273746,GSE120805
ACYP2,1,3.18E-12,GSE120805
TRABD,-1,0.7562273431,GSE120805
ATF7,-1,0.8757022543,GSE120805
SOCS6,1,0.951491832,GSE120805
CAVIN4,-1,0.1667326297,GSE120805
OR10A3,-1,NA,GSE120805
ZNF296,-1,0.8834760388,GSE120805
HOXB9,-1,0.187873332,GSE120805
TTLL6,1,0.0868176893,GSE120805
POLH,1,0.3518010694,GSE120805
KCNS3,-1,0.8202033924,GSE120805
RBMXL2,1,NA,GSE120805
KIF5B,1,5.85E-05,GSE120805
GPR37,1,NA,GSE120805
AKAP13,1,0.660949893,GSE120805
CDCA4,-1,0.09831520129,GSE120805
CHCHD7,1,0.947609019,GSE120805
HTRA3,1,0.8222291905,GSE120805
FOXN2,-1,0.4129253163,GSE120805
CELP,-1,NA,GSE120805
USP32,1,0.3673750802,GSE120805
CEL,1,0.664754568,GSE120805
PPM1D,1,2.60E-05,GSE120805
MRFAP1L2,-1,0.91187408,GSE120805
PSG6,-1,NA,GSE120805
KBTBD2,1,1.01E-08,GSE120805
RIOX2,-1,7.14E-08,GSE120805
TRIAP1,1,0.9421299683,GSE120805
LSM3,1,0.8859432095,GSE120805
KIAA0232,1,0.7962906262,GSE120805
MTSS1,-1,0.1909226775,GSE120805
TMEM43,-1,1.54E-11,GSE120805
RNF139,-1,0.9717481479,GSE120805
RPS9,-1,0.8915720011,GSE120805
PLA2G1B,-1,NA,GSE120805
CYTL1,-1,0.4804499691,GSE120805
TSEN34,-1,0.782854668,GSE120805
GSTA4,-1,0.3102860731,GSE120805
MSANTD4,-1,0.9794149376,GSE120805
NDUFA3,-1,0.4766472032,GSE120805
OSCAR,1,0.6177054698,GSE120805
PAQR8,1,0.3000130963,GSE120805
NUDT6,1,0.000100012121,GSE120805
TANC2,-1,0.2683570267,GSE120805
PKHD1,1,NA,GSE120805
DNAJC24,1,0.4470877376,GSE120805
ZNF160,-1,0.05546494192,GSE120805
PGK2,1,NA,GSE120805
ZNF415,1,0.7690679713,GSE120805
CAVIN3,-1,0.07591777416,GSE120805
DCDC1,1,0.02241474058,GSE120805
HAS2,1,0.3583893468,GSE120805
PDGFD,1,0.0008450936754,GSE120805
PLAC1,1,0.8834328993,GSE120805
S1PR1,-1,0.001388035686,GSE120805
PYGO1,-1,0.8678988526,GSE120805
LRRC8E,1,0.6019634206,GSE120805
PKIA,-1,0.0003152943055,GSE120805
XKR6,-1,0.4258037486,GSE120805
TSNARE1,-1,NA,GSE120805
FPR1,-1,0.02978465932,GSE120805
FEZ2,1,0.8119950979,GSE120805
SOX7,-1,0.2527693324,GSE120805
C11orf24,-1,0.0002228305615,GSE120805
ALK,1,NA,GSE120805
KYAT1,-1,0.952138116,GSE120805
MTM1,1,0.06443018073,GSE120805
TRMT61B,-1,0.9590478968,GSE120805
INSR,-1,0.4224591961,GSE120805
MFN1,-1,0.9990929658,GSE120805
HSFX1,1,NA,GSE120805
NRTN,1,0.8655480309,GSE120805
KCNMB3,1,0.1099972782,GSE120805
FUT3,-1,NA,GSE120805
KCNG3,1,0.029892058,GSE120805
ATP6V0E2,1,5.61E-05,GSE120805
PRKCE,-1,0.03728079677,GSE120805
JAGN1,-1,0.6165356826,GSE120805
TADA3,1,0.4624651795,GSE120805
SOCS5,1,0.5510749491,GSE120805
C1GALT1C1,-1,0.9901338316,GSE120805
BBLN,1,0.6381137637,GSE120805
MORN4,1,0.001011219693,GSE120805
ZNF672,1,0.6295824763,GSE120805
ZNF692,-1,0.08371423776,GSE120805
NAIF1,-1,0.01557278674,GSE120805
RBKS,1,1.96E-05,GSE120805
TMEM126A,-1,0.9410758746,GSE120805
TMEM126B,1,0.9704790674,GSE120805
TRIM8,1,0.9303031223,GSE120805
NETO2,-1,0.003729437701,GSE120805
CLDN20,1,NA,GSE120805
CDC42BPG,1,4.41E-08,GSE120805
SCAND1,1,0.5887019624,GSE120805
JUNB,1,0.7092890341,GSE120805
FAM241B,1,0.1568373426,GSE120805
TMEM37,-1,0.004508592246,GSE120805
UGT2B7,1,NA,GSE120805
LRG1,1,0.0014847041,GSE120805
SHCBP1,1,0.9229276002,GSE120805
SOSTDC1,1,0.6274192031,GSE120805
NPTX1,1,0.08966465499,GSE120805
FAM98B,1,0.5382974,GSE120805
ZNF439,1,0.2164093987,GSE120805
ZNF440,1,0.9597452734,GSE120805
GAA,1,0.009669598446,GSE120805
CANT1,1,0.85907847,GSE120805
KCNK3,1,0.000328303131,GSE120805
ZDHHC16,-1,0.62390285,GSE120805
CHST11,1,0.4440193437,GSE120805
EXOSC1,-1,0.3451113941,GSE120805
PGAM1,-1,1.04E-06,GSE120805
CHD7,-1,0.03736153174,GSE120805
ESCO2,1,0.943940116,GSE120805
KRT19,1,0.185853635,GSE120805
KRT15,1,0.6481777293,GSE120805
LURAP1,1,0.8791946256,GSE120805
KRT38,-1,NA,GSE120805
CLCN5,-1,3.38E-07,GSE120805
TPPP,1,0.8626880757,GSE120805
KCND3,1,0.9414851749,GSE120805
APLN,-1,0.3015490007,GSE120805
XAGE3,-1,NA,GSE120805
KRT9,-1,0.5701774503,GSE120805
PDE7B,1,0.3368407323,GSE120805
MRPL36,-1,0.7632704381,GSE120805
ZNF581,-1,0.8649511722,GSE120805
NAT1,1,0.9369872099,GSE120805
KSR2,-1,NA,GSE120805
ZNF524,1,0.4772309905,GSE120805
MCC,-1,9.57E-06,GSE120805
ZBTB26,1,0.6126416085,GSE120805
DSEL,-1,0.003139063994,GSE120805
POLR1C,-1,0.5887019624,GSE120805
ASXL1,1,0.7311761692,GSE120805
DLK2,-1,0.3957711924,GSE120805
ZNF562,-1,0.0004737992007,GSE120805
ZNF318,-1,0.9996614271,GSE120805
ZNF561,-1,0.749012976,GSE120805
WIPF2,-1,0.7864288784,GSE120805
HOPX,-1,0.8389896077,GSE120805
NLRP5,1,NA,GSE120805
LRRC8C,-1,0.003631033492,GSE120805
RSL1D1,-1,6.64E-08,GSE120805
LRRC8D,-1,2.04E-08,GSE120805
PPID,-1,0.9826917496,GSE120805
COL24A1,-1,0.2246767809,GSE120805
ETFDH,1,0.7545878031,GSE120805
RXFP1,1,0.6633705007,GSE120805
LPAR3,1,0.6023614717,GSE120805
PTGER4,-1,0.06063222652,GSE120805
TBCA,-1,0.5814583414,GSE120805
NEUROD2,-1,NA,GSE120805
MAP6,1,0.5828388116,GSE120805
OTP,1,NA,GSE120805
ECEL1,1,NA,GSE120805
BCL2L1,1,0.9346684462,GSE120805
FGG,-1,0.742593357,GSE120805
FGB,1,NA,GSE120805
PLRG1,-1,0.8761208124,GSE120805
ZNF584,-1,0.443160004,GSE120805
CLSTN1,1,0.7177161849,GSE120805
CXXC5,-1,0.8178963204,GSE120805
ZNF274,1,0.9067794051,GSE120805
PIK3CD,-1,0.7168485519,GSE120805
SLC25A33,-1,0.3618590766,GSE120805
ENC1,1,0.03881924363,GSE120805
SPSB1,1,0.9417934121,GSE120805
P2RY6,1,0.8057442967,GSE120805
BPTF,-1,0.9223813973,GSE120805
ZIK1,1,0.7091246182,GSE120805
PLEKHG5,1,2.97E-09,GSE120805
ATF7IP,-1,0.9724993298,GSE120805
LKAAEAR1,-1,NA,GSE120805
RGS19,1,0.6014956493,GSE120805
TCEA2,1,0.01824535065,GSE120805
HDAC3,1,0.4328287014,GSE120805
GPHN,-1,0.1889290803,GSE120805
VAT1L,-1,NA,GSE120805
TMEM51,-1,0.393527309,GSE120805
CAMTA1,-1,0.9146400985,GSE120805
LGALS4,-1,0.8787388178,GSE120805
LRRC34,1,6.05E-06,GSE120805
AFG2B,-1,0.02795162663,GSE120805
GATM,-1,0.7485280099,GSE120805
NHLH1,-1,0.5623267829,GSE120805
SLFNL1,1,0.8951602992,GSE120805
BCL2,-1,7.20E-05,GSE120805
RHNO1,1,9.68E-08,GSE120805
CTPS1,-1,3.38E-06,GSE120805
WDR87,1,NA,GSE120805
METTL18,-1,0.9369872099,GSE120805
CFAP46,1,NA,GSE120805
COL8A2,1,1.28E-05,GSE120805
PWWP2B,1,0.01168730531,GSE120805
ZNF540,1,0.6723213027,GSE120805
ANGPTL7,-1,0.7794528062,GSE120805
FBXL14,1,0.57546427,GSE120805
EXOSC10,-1,0.0009659250373,GSE120805
ZNF570,-1,0.9813883742,GSE120805
NINJ2,1,0.1320490545,GSE120805
MLLT3,1,0.3109642768,GSE120805
FAM90A1,-1,NA,GSE120805
RRM2,-1,2.13E-08,GSE120805
TRAPPC12,-1,0.8131173491,GSE120805
IFNB1,1,NA,GSE120805
RPS21,-1,0.0679586944,GSE120805
C3AR1,1,0.08005013551,GSE120805
MRM3,-1,0.9538344829,GSE120805
PTEN,-1,0.7573554946,GSE120805
RPS7,-1,0.6729059772,GSE120805
RNASEH1,-1,0.5880834055,GSE120805
PRNP,1,0.4803806993,GSE120805
KLF17,-1,0.6678184882,GSE120805
FRMD5,1,0.4827177494,GSE120805
MIR31HG,1,0.6646730804,GSE120805
TLN2,-1,0.0976963368,GSE120805
TVP23B,1,0.8556346505,GSE120805
FBXW10,-1,0.8496095591,GSE120805
ZNF217,-1,0.2808246399,GSE120805
SRGAP2C,1,0.5520859358,GSE120805
SCG2,-1,0.2067805052,GSE120805
ATPAF2,1,0.7907902617,GSE120805
PPIH,-1,0.6796770023,GSE120805
DRC3,1,0.008582772636,GSE120805
ZNF57,-1,0.4922116735,GSE120805
SHLD1,1,0.9515546075,GSE120805
JMJD1C,1,0.9116994445,GSE120805
LDHAL6B,1,NA,GSE120805
SYNPO,-1,0.425640344,GSE120805
ZNF556,-1,0.250342328,GSE120805
ZNF554,1,0.7091617102,GSE120805
RAB33B,-1,0.9981136249,GSE120805
THOP1,1,0.9560387444,GSE120805
GAP43,1,0.894221967,GSE120805
EPHX4,1,0.06826025295,GSE120805
LAMB2,1,0.8478211141,GSE120805
USP19,1,0.5291222665,GSE120805
QARS1,1,0.7210734026,GSE120805
ORMDL3,1,0.1009431769,GSE120805
SERF1A,1,0.5669930393,GSE120805
KLF11,-1,0.251025656,GSE120805
LRRC15,-1,0.8691793171,GSE120805
SMN1,-1,0.1767457349,GSE120805
SMN2,-1,0.1767457349,GSE120805
EIF2AK3,-1,0.5204785614,GSE120805
SPMIP9,1,NA,GSE120805
MOB3A,-1,0.8217943951,GSE120805
KRCC1,1,0.19060166,GSE120805
NME6,-1,0.5785278958,GSE120805
CYCS,-1,0.7403033427,GSE120805
SLFN12,1,0.1799940387,GSE120805
CALB2,1,NA,GSE120805
SLC9C1,1,NA,GSE120805
FRMD3,1,0.8991503637,GSE120805
SNTB1,-1,0.002888731953,GSE120805
MTBP,1,0.832699476,GSE120805
TEFM,1,0.9799921688,GSE120805
MRPL13,1,0.972948578,GSE120805
MALT1,1,0.1717761614,GSE120805
ISG20,1,0.07781650411,GSE120805
MBOAT1,-1,1.97E-13,GSE120805
ID4,-1,0.9704790674,GSE120805
CEBPB,-1,0.3113027751,GSE120805
AZU1,1,0.9197482453,GSE120805
PAIP1,1,0.6929020092,GSE120805
C5orf34,1,0.0009409221677,GSE120805
C1QTNF4,1,NA,GSE120805
NEGR1,-1,0.03992186151,GSE120805
ZNF131,-1,0.06239358949,GSE120805
DPAGT1,-1,0.1278483527,GSE120805
BSG,-1,0.8919773939,GSE120805
HINFP,1,0.5333041653,GSE120805
CERS6,1,0.9856051589,GSE120805
SPTLC3,-1,0.9708470646,GSE120805
COPRS,-1,0.9981814789,GSE120805
TP53RK,-1,0.8368385109,GSE120805
B3GALT1,-1,0.6328145375,GSE120805
BPGM,-1,0.6722138478,GSE120805
POP7,-1,0.4917314984,GSE120805
ALG14,-1,0.4281209946,GSE120805
SUCLG2,1,0.922533737,GSE120805
STARD5,-1,6.07E-09,GSE120805
CSDC2,1,0.2535030949,GSE120805
RCAN2,1,0.9376197674,GSE120805
IL16,1,0.7651930774,GSE120805
ABCG4,1,2.43E-05,GSE120805
GNB2,-1,0.9704425077,GSE120805
CFAP53,1,0.01661824322,GSE120805
MCRIP2,1,0.9589197089,GSE120805
NHERF4,1,NA,GSE120805
C2CD2L,1,0.5676322027,GSE120805
ARNT2,-1,1.69E-07,GSE120805
GNG12,-1,0.1901451827,GSE120805
PRSS27,1,0.199818274,GSE120805
MYOZ2,-1,0.3858111506,GSE120805
SYNPO2,-1,0.628552169,GSE120805
CLP1,-1,0.8321499314,GSE120805
TTC36,-1,0.7579786738,GSE120805
RSPH9,1,0.6708561241,GSE120805
COPS9,-1,0.9744485217,GSE120805
GTPBP2,1,0.2797968333,GSE120805
FGGY,1,0.8310723972,GSE120805
IL17D,-1,0.8589285493,GSE120805
TCEAL1,1,0.03463865249,GSE120805
ZNF24,1,0.1178572053,GSE120805
MANEA,1,0.9287735892,GSE120805
RAB40A,1,0.2724798328,GSE120805
MAB21L4,1,NA,GSE120805
AFF1,1,0.9959983538,GSE120805
ACOT12,-1,NA,GSE120805
FIBP,-1,0.9063903931,GSE120805
CARNS1,1,1.26E-11,GSE120805
BANP,-1,0.9148241644,GSE120805
PPP1CA,-1,0.6451117907,GSE120805
HCFC1,-1,0.743807835,GSE120805
CTSW,1,0.8478268756,GSE120805
NIPAL4,-1,0.2521125895,GSE120805
PDE3A,-1,0.8655480309,GSE120805
RASGRP1,1,0.1300407228,GSE120805
KLHL6,-1,NA,GSE120805
CHCHD1,-1,0.8598895184,GSE120805
MRPL52,-1,0.5323337231,GSE120805
SMPDL3A,-1,0.2699764506,GSE120805
RND1,1,0.6077520325,GSE120805
RAD9A,1,0.9402387276,GSE120805
EFEMP2,1,0.9635401247,GSE120805
AGAP5,-1,0.8647800089,GSE120805
WASHC2C,1,0.02435914537,GSE120805
WASHC2A,1,0.02435914537,GSE120805
TMEM134,1,0.414660834,GSE120805
ZMAT3,1,0.04769324553,GSE120805
ZFAND4,1,0.7182845295,GSE120805
THEMIS,1,NA,GSE120805
ZNF738,1,0.3772900066,GSE120805
SLFN11,-1,0.5253846046,GSE120805
GARIN2,1,NA,GSE120805
CORO1B,1,0.0128211354,GSE120805
POFUT3,-1,0.0008253364134,GSE120805
LRRC20,-1,0.9071109982,GSE120805
MUS81,-1,0.246501902,GSE120805
PURG,1,0.009216873375,GSE120805
TMEM217,1,1.78E-05,GSE120805
ZNF596,-1,0.8320547782,GSE120805
CFL1,-1,0.000382497553,GSE120805
TMCC1,-1,0.8662409889,GSE120805
NAA16,-1,0.7016501559,GSE120805
EFCAB12,1,0.6403044754,GSE120805
PSME3IP1,-1,1.00E-05,GSE120805
RAB43,1,0.1229203915,GSE120805
ZNG1A,1,0.8463827068,GSE120805
HOXC5,-1,NA,GSE120805
RAB37,1,0.3219246585,GSE120805
DCP2,1,0.9403984977,GSE120805
SNX32,-1,0.5045838188,GSE120805
RPL38,-1,0.2074896354,GSE120805
OVOL1,1,0.1657817388,GSE120805
RARG,-1,0.65593871,GSE120805
CES4A,1,0.1678354709,GSE120805
CES3,1,1.56E-06,GSE120805
SSH3,-1,0.9814452839,GSE120805
CES2,1,8.04E-05,GSE120805
PDP2,1,0.0276897361,GSE120805
SP3,-1,0.9717481479,GSE120805
DMXL1,1,0.01666265489,GSE120805
METAP1D,-1,0.02706633508,GSE120805
ZNF621,-1,0.9798016825,GSE120805
EGFL7,1,0.3858893245,GSE120805
NADSYN1,1,0.2457175698,GSE120805
DHCR7,-1,8.36E-12,GSE120805
LVRN,1,0.905763679,GSE120805
NBEA,1,0.4890809995,GSE120805
RNASEH2C,-1,0.8720688415,GSE120805
MYEOV,-1,0.7287978965,GSE120805
ANKRD13D,1,0.2600032074,GSE120805
MRGPRF,1,0.1622488121,GSE120805
MYD88,-1,0.8708920147,GSE120805
OXSR1,-1,4.92E-05,GSE120805
SLC22A13,1,0.9967795124,GSE120805
PHF8,-1,0.9571001924,GSE120805
LCLAT1,-1,0.8195832852,GSE120805
MIR4435-2HG,-1,0.002656351433,GSE120805
FRG2C,-1,NA,GSE120805
KAT5,-1,0.761896627,GSE120805
SH3RF3,-1,0.07730768715,GSE120805
GXYLT2,-1,2.28E-06,GSE120805
DCAKD,-1,0.6236413345,GSE120805
ARPP21,1,NA,GSE120805
TADA2B,1,0.8857594157,GSE120805
CFAP184,1,0.4256890838,GSE120805
GRK2,-1,0.6335046202,GSE120805
RELA,-1,0.7055390199,GSE120805
EVC2,-1,0.1401941585,GSE120805
ZNF680,1,0.6237735448,GSE120805
HECTD4,1,0.1191584295,GSE120805
FAM222B,-1,0.9173725731,GSE120805
BNC2,-1,0.0002693519012,GSE120805
DELEC1,-1,0.6914448119,GSE120805
RXFP4,1,0.8985370201,GSE120805
HPSE,1,0.7159001164,GSE120805
COQ2,-1,2.02E-08,GSE120805
CCDC63,1,NA,GSE120805
HSPA6,-1,0.655614425,GSE120805
TRMT112,1,0.8507366906,GSE120805
LRRN3,1,0.8691246798,GSE120805
KDM2A,-1,0.9685455126,GSE120805
ACSM6,1,NA,GSE120805
ADCK5,1,0.9610120253,GSE120805
MRPL57,1,0.7491157238,GSE120805
NOC3L,-1,0.2250875299,GSE120805
ESRRA,1,0.8358627738,GSE120805
RHOD,1,3.31E-16,GSE120805
COMMD1,1,0.3945705633,GSE120805
RAPH1,-1,0.5901749729,GSE120805
MTX1,-1,0.7579786738,GSE120805
ADCY5,1,9.03E-12,GSE120805
PARP14,1,0.004994920127,GSE120805
PARP15,1,NA,GSE120805
CKS1B,1,0.2484423811,GSE120805
ABCD2,1,0.1978959713,GSE120805
ABLIM3,-1,0.7209015655,GSE120805
MAB21L3,1,NA,GSE120805
SLC60A2,1,1.50E-11,GSE120805
VANGL1,1,0.005910546744,GSE120805
GLRX,1,0.005723645323,GSE120805
IQCB1,1,0.017841687,GSE120805
SYT12,1,0.1115914038,GSE120805
GOLGB1,1,0.006043300349,GSE120805
C11orf86,-1,NA,GSE120805
ZNF483,1,0.9302533338,GSE120805
PLAC8L1,-1,0.08703271199,GSE120805
SLC2A14,-1,0.02051277935,GSE120805
GPR137,1,0.7261592024,GSE120805
SNCG,1,0.002790375623,GSE120805
MMRN2,1,0.3798141531,GSE120805
MZT2A,-1,0.6607065994,GSE120805
TNKS,1,0.22058016,GSE120805
ZNF449,-1,0.2808628465,GSE120805
ZBTB21,-1,0.2149058887,GSE120805
PPP1R3B,-1,5.91E-05,GSE120805
FAM86B3P,1,0.7921933905,GSE120805
STOX2,-1,0.9395733176,GSE120805
MAP3K11,1,0.2641279211,GSE120805
TRIB1,-1,0.03420791084,GSE120805
KCNK7,-1,0.9781577783,GSE120805
SFT2D3,-1,0.06303146787,GSE120805
NDNF,-1,0.9968957371,GSE120805
OLR1,-1,0.592689096,GSE120805
GLIPR1L1,1,NA,GSE120805
DAG1,-1,0.9615226058,GSE120805
ARV1,1,0.6238192641,GSE120805
NAA20,1,0.7815501961,GSE120805
SAA1,1,0.7616101966,GSE120805
MICOS10,-1,0.2169897977,GSE120805
EHBP1L1,1,0.7819402235,GSE120805
THAP2,1,0.9294733409,GSE120805
RNF26,1,0.9798016825,GSE120805
PPP1R14B,-1,0.0003043755765,GSE120805
ZNRD2,-1,0.5360272337,GSE120805
SMARCC1,-1,0.4994709046,GSE120805
ZNF417,1,0.9131090672,GSE120805
PTPRM,-1,0.00990654001,GSE120805
FKBP2,-1,0.9651980112,GSE120805
VEGFB,-1,0.1659232488,GSE120805
PEAK1,-1,0.8820048223,GSE120805
TNFRSF10D,1,0.9341745685,GSE120805
MST1,1,0.08664591756,GSE120805
TNFRSF10C,1,1.80E-06,GSE120805
GMPPB,-1,0.04719760355,GSE120805
MOB1B,1,0.4284787009,GSE120805
ZNF622,-1,0.8991503637,GSE120805
CSPG4,-1,0.7316424758,GSE120805
SNX33,-1,0.3311453668,GSE120805
CIMIP2C,1,0.8056615257,GSE120805
NABP1,1,0.0976963368,GSE120805
ADGRF3,-1,0.9857847553,GSE120805
CHD2,-1,0.7023607332,GSE120805
CCDC106,1,0.4713644471,GSE120805
CEP83,-1,0.0001692006407,GSE120805
SULT1B1,-1,NA,GSE120805
NUDT4,-1,0.6508940696,GSE120805
PC,1,0.8568473845,GSE120805
SCAI,1,0.9959180079,GSE120805
NMNAT1,1,0.004980721837,GSE120805
LRFN4,-1,0.1091462614,GSE120805
SLC19A1,-1,1.92E-07,GSE120805
HSPB7,1,0.8453484294,GSE120805
RCE1,-1,0.07342768082,GSE120805
UQCRH,1,0.9804156432,GSE120805
TAS1R1,1,0.2588396987,GSE120805
EIF1AX,-1,0.04659073195,GSE120805
LOC124905557,-1,0.04659073195,GSE120805
BCLAF3,1,0.536017271,GSE120805
PSMD1,1,0.9321932126,GSE120805
ADGRG2,1,NA,GSE120805
MUC13,1,0.6333623018,GSE120805
SUSD5,-1,0.9614982344,GSE120805
HEG1,-1,0.01523777542,GSE120805
WFIKKN2,1,0.2672448176,GSE120805
TOP6BL,-1,0.04316360074,GSE120805
TOMM20,-1,0.2967335245,GSE120805
AGFG1,-1,0.6907237104,GSE120805
STAT5B,-1,0.04528556622,GSE120805
CNP,1,0.8230541375,GSE120805
JUP,1,0.9990929658,GSE120805
HAP1,1,2.77E-14,GSE120805
TDRD12,1,0.6490743236,GSE120805
EIF1,-1,0.1627266002,GSE120805
ENDOV,1,0.02268977133,GSE120805
RNF213,1,0.7920951396,GSE120805
TIGD3,1,3.49E-05,GSE120805
KCNH6,1,NA,GSE120805
MARCHF10,1,0.6695452701,GSE120805
PLK3,1,0.0001514612226,GSE120805
NET1,-1,0.8655480309,GSE120805
DPY19L1,1,0.9711575346,GSE120805
FLJ20712,-1,NA,GSE120805
PHOSPHO1,1,0.2634871085,GSE120805
ZNF791,1,0.8857172156,GSE120805
PHC3,-1,0.9998562827,GSE120805
GPR160,1,0.7832368334,GSE120805
CBX2,-1,9.31E-13,GSE120805
SPTBN2,-1,0.001604180965,GSE120805
GOLIM4,-1,0.582654106,GSE120805
RBM4B,1,0.06911542132,GSE120805
ATP5MK,-1,0.9977423222,GSE120805
HOXB2,-1,0.8927841418,GSE120805
C1QTNF1,1,0.05203287018,GSE120805
MARCHF3,-1,0.0002308901321,GSE120805
SWSAP1,-1,0.4470534018,GSE120805
